3502.52	-6.0155
3501.25	-8.68542
3499.98	-23.3748
3498.71	-2.08118
3497.44	-19.8069
3496.17	-11.5496
3494.9	-6.3114
3493.62	-13.0901
3492.35	-9.88794
3491.08	-17.7036
3489.8	-15.5363
3488.53	-4.38757
3487.26	0.744385
3485.98	-19.1423
3484.71	-12.0465
3483.43	-4.96753
3482.16	-0.906616
3480.88	-7.8634
3479.6	-6.83728
3478.33	-0.827637
3477.05	-22.8359
3475.77	-8.86145
3474.5	-21.9037
3473.22	-20.9631
3471.94	-5.03931
3470.66	-6.13147
3469.38	-8.24121
3468.1	-4.36731
3466.82	-11.5101
3465.54	-17.6692
3464.26	-19.8447
3462.98	-12.0365
3461.7	5.75574
3460.42	6.53186
3459.14	-9.70813
3457.86	-0.963867
3456.57	-12.2355
3455.29	-9.52258
3454.01	1.17407
3452.73	-0.144165
3451.44	-5.47791
3450.16	-0.826782
3448.87	4.80896
3447.59	-1.57031
3446.3	4.03491
3445.02	-8.37427
3443.73	0.201782
3442.45	24.7626
3441.16	8.30933
3439.88	-23.1583
3438.59	-16.641
3437.3	-0.137329
3436.01	6.35205
3434.73	9.82703
3433.44	4.28833
3432.15	9.73547
3430.86	10.1692
3429.57	5.58887
3428.28	9.99548
3426.99	-2.61182
3425.7	-4.23218
3424.41	14.134
3423.12	2.48743
3421.83	20.8275
3420.54	-9.84534
3419.24	11.4692
3417.95	2.77087
3416.66	11.0599
3415.37	10.3368
3414.07	13.601
3412.78	19.8529
3411.48	-7.9071
3410.19	14.3206
3408.9	13.5363
3407.6	3.74023
3406.31	12.9324
3405.01	-0.887207
3403.72	14.2819
3402.42	13.4395
3401.12	-7.41431
3399.82	15.7207
3398.53	30.8446
3397.23	-8.04248
3395.93	22.0594
3394.63	21.1506
3393.33	17.231
3392.04	16.3009
3390.74	-14.6398
3389.44	2.40918
3388.14	9.44788
3386.84	-4.52368
3385.53	31.4946
3384.23	9.50305
3382.93	22.5015
3381.63	-10.5099
3380.33	16.4691
3379.03	-1.56152
3377.72	11.3983
3376.42	-1.65125
3375.12	15.29
3373.81	17.2219
3372.51	12.1448
3371.2	6.05859
3369.9	27.9635
3368.59	15.8595
3367.29	26.7469
3365.98	2.62549
3364.68	23.4957
3363.37	10.3573
3362.06	4.21069
3360.76	1.05579
3359.45	-1.10754
3358.14	17.7212
3356.83	6.54199
3355.52	3.35474
3354.22	18.1597
3352.91	16.957
3351.6	-14.2534
3350.29	10.5286
3348.98	24.3029
3347.67	-15.9301
3346.36	8.82971
3345.04	27.5823
3343.73	3.32764
3342.42	12.0659
3341.11	3.79712
3339.8	16.5215
3338.48	11.239
3337.17	24.9497
3335.86	-20.3462
3334.54	11.3512
3333.23	13.0421
3331.91	-3.27319
3330.6	15.4048
3329.28	36.0765
3327.97	11.7419
3326.65	8.40125
3325.34	18.0547
3324.02	-10.2981
3322.7	-12.6569
3321.38	14.9788
3320.07	-0.391846
3318.75	12.2319
3317.43	-2.14966
3316.11	-13.5372
3314.79	6.06995
3313.47	-2.32861
3312.15	2.26758
3310.83	-9.14185
3309.51	8.44373
3308.19	-17.9758
3306.87	-8.40088
3305.55	10.1692
3304.23	13.7343
3302.9	-11.7061
3301.58	-5.151
3300.26	-14.6007
3298.94	-3.0553
3297.61	18.4849
3296.29	-0.979248
3294.96	-5.448
3293.64	-36.9214
3292.31	-23.3992
3290.99	-0.881592
3289.66	19.6315
3288.34	17.1401
3287.01	-3.35535
3285.68	9.14465
3284.36	-17.3595
3283.03	-3.86792
3281.7	-23.3805
3280.37	6.10291
3279.05	20.5825
3277.72	-8.94226
3276.39	-20.4711
3275.06	-19.0037
3273.73	9.46008
3272.4	-3.08032
3271.07	-10.6245
3269.74	-0.172119
3268.41	-15.7239
3267.08	-8.27893
3265.74	-4.83801
3264.41	13.5997
3263.08	-7.96667
3261.75	-3.53601
3260.41	31.8906
3259.08	19.3143
3257.75	5.73401
3256.41	3.15076
3255.08	18.5642
3253.74	23.9738
3252.41	-6.61938
3251.07	4.78418
3249.74	11.1844
3248.4	-15.4186
3247.06	18.9747
3245.73	1.36548
3244.39	6.75305
3243.05	19.1376
3241.71	-0.481079
3240.37	0.897339
3239.04	5.27258
3237.7	31.6449
3236.36	4.0144
3235.02	11.3807
3233.68	15.7443
3232.34	6.10522
3231	20.463
3229.66	14.818
3228.31	30.1699
3226.97	7.51965
3225.63	6.86609
3224.29	25.2097
3222.94	16.5511
3221.6	-20.1107
3220.26	42.2246
3218.91	-6.44214
3217.57	13.8879
3216.23	17.2159
3214.88	12.5405
3213.53	29.8632
3212.19	15.1832
3210.84	2.50012
3209.5	1.81494
3208.15	27.1272
3206.8	21.4363
3205.46	11.7434
3204.11	29.0481
3202.76	-5.6499
3201.41	14.6498
3200.06	-22.0538
3198.71	18.2408
3197.36	24.533
3196.01	-3.17749
3194.66	17.1097
3193.31	22.3944
3191.96	9.67676
3190.61	-1.04346
3189.26	10.2346
3187.91	14.5096
3186.56	8.7821
3185.2	28.0524
3183.85	10.3202
3182.5	-0.413696
3181.14	22.8494
3179.79	12.1099
3178.44	11.3689
3177.08	1.62476
3175.73	19.8784
3174.37	7.13025
3173.01	11.379
3171.66	18.6262
3170.3	7.87109
3168.95	-29.8871
3167.59	19.3531
3166.23	5.59033
3164.87	-1.17419
3163.51	17.059
3162.16	3.28979
3160.8	-16.4823
3159.44	16.7439
3158.08	2.96777
3156.72	9.18945
3155.36	12.4087
3154	-22.3744
3152.64	-10.1597
3151.28	21.0527
3149.91	13.2627
3148.55	42.4705
3147.19	16.6759
3145.83	-3.12097
3144.46	12.08
3143.1	21.2784
3141.74	-2.52466
3140.37	-13.3308
3139.01	21.8608
3137.64	11.0508
3136.28	9.23767
3134.91	7.42236
3133.55	15.6053
3132.18	-9.2146
3130.81	2.96387
3129.45	11.1392
3128.08	14.313
3126.71	7.48376
3125.34	4.65295
3123.98	16.8197
3122.61	-4.01648
3121.24	-4.85425
3119.87	17.3055
3118.5	15.463
3117.13	-12.3817
3115.76	22.7703
3114.39	-12.0791
3113.02	-7.93103
3111.64	5.21472
3110.27	14.3583
3108.9	-4.50061
3107.53	3.63831
3106.15	13.7747
3104.78	17.9095
3103.41	-41.9587
3102.03	8.17065
3100.66	5.29773
3099.29	8.42297
3097.91	-16.4546
3096.53	25.6653
3095.16	3.78357
3093.78	3.8988
3092.41	13.0117
3091.03	-9.8772
3089.65	9.23083
3088.27	-2.66272
3086.9	-20.5587
3085.52	9.54224
3084.14	25.6416
3082.76	10.7384
3081.38	7.83215
3080	26.9243
3078.62	-16.986
3077.24	15.1014
3075.86	13.1864
3074.48	-18.7312
3073.1	2.34827
3071.72	-8.57397
3070.33	-6.49866
3068.95	17.5743
3067.57	7.64563
3066.19	23.7137
3064.8	1.77942
3063.42	21.8428
3062.03	3.90369
3060.65	-2.03699
3059.26	0.019165
3057.88	4.07275
3056.49	-5.87512
3055.11	2.17371
3053.72	35.2203
3052.33	13.2651
