3502.52	9.30367
3501.25	8.05088
3499.98	7.6141
3498.71	9.25771
3497.44	11.821
3496.17	13.5633
3494.9	13.9654
3493.62	12.8351
3492.35	10.5254
3491.08	7.57161
3489.8	4.48127
3488.53	1.83018
3487.26	-0.0672199
3485.98	-1.06126
3484.71	-1.14177
3483.43	-0.377421
3482.16	1.02428
3480.88	2.72177
3479.6	4.4418
3478.33	5.97305
3477.05	6.9625
3475.77	7.51905
3474.5	7.58534
3473.22	7.22722
3471.94	6.5833
3470.66	5.72067
3469.38	4.48852
3468.1	2.67591
3466.82	1.00546
3465.54	-0.127063
3464.26	-0.847874
3462.98	-0.72745
3461.7	-0.149958
3460.42	0.925324
3459.14	2.49287
3457.86	4.18753
3456.57	5.80319
3455.29	7.23035
3454.01	8.37746
3452.73	9.04734
3451.44	9.17117
3450.16	8.75829
3448.87	7.8942
3447.59	6.64347
3446.3	5.15594
3445.02	3.62992
3443.73	2.11566
3442.45	0.745131
3441.16	-0.329272
3439.88	-0.959899
3438.59	-1.12762
3437.3	-0.899388
3436.01	-0.323479
3434.73	0.601928
3433.44	1.76637
3432.15	2.93436
3430.86	4.12528
3429.57	5.08276
3428.28	5.80835
3426.99	6.13915
3425.7	6.15098
3424.41	5.8019
3423.12	5.00211
3421.83	3.89218
3420.54	2.6782
3419.24	1.51579
3417.95	0.573496
3416.66	-0.138734
3415.37	-0.350222
3414.07	-0.00648927
3412.78	0.55006
3411.48	1.47138
3410.19	2.55011
3408.9	3.76884
3407.6	5.10524
3406.31	6.62971
3405.01	8.16962
3403.72	9.62371
3402.42	11.0529
3401.12	12.3256
3399.82	13.2051
3398.53	13.8922
3397.23	14.0294
3395.93	13.5476
3394.63	12.8681
3393.33	11.6448
3392.04	10.0856
3390.74	8.44547
3389.44	6.84978
3388.14	5.32573
3386.84	4.05438
3385.53	3.01563
3384.23	2.24214
3382.93	1.7997
3381.63	1.66229
3380.33	1.82447
3379.03	2.26328
3377.72	2.98485
3376.42	3.93458
3375.12	5.13284
3373.81	6.50038
3372.51	8.03961
3371.2	9.63029
3369.9	11.2099
3368.59	12.5692
3367.29	13.6578
3365.98	14.3871
3364.68	14.7451
3363.37	14.708
3362.06	14.2243
3360.76	13.5593
3359.45	12.8395
3358.14	12.0471
3356.83	11.2494
3355.52	10.5436
3354.22	9.97593
3352.91	9.36547
3351.6	8.65836
3350.29	8.01608
3348.98	7.43462
3347.67	6.77289
3346.36	6.30271
3345.04	5.93689
3343.73	5.78969
3342.42	5.7927
3341.11	6.08384
3339.8	6.5228
3338.48	6.8546
3337.17	7.23776
3335.86	7.55111
3334.54	7.69141
3333.23	7.8845
3331.91	7.97955
3330.6	7.95975
3329.28	8.13317
3327.97	8.30836
3326.65	8.41979
3325.34	8.6148
3324.02	8.63614
3322.7	8.538
3321.38	8.39507
3320.07	8.05591
3318.75	7.52433
3317.43	6.87267
